730,SS107,CJ BULGOGI BEEF SAUCE,,*S*,1,CTNS,29.00,/CTNS,0.000,29.00,7.28
740,SS107C,CJ BULGOGI BEEF SAUCE,,*L*,1,CTNS,27.00,/CTNS,0.000,27.00,6.44
770,SS155,MAEKRUA OYSTER SAUCE,*L*,,4,CTNS,22.00,/CTNS,0.000,88.00,8.00
800,SU111,LUCKY C BROWN CANDY,,,1,CTNS,42.00,/CTNS,0.000,42.00,11.05
810,UT610,TIGER RICE COOKER,4 CUP,,1,EACH,90.00,/EACH,0.000,90.00,9.20
820,UT611,TIGER RICE COOKER,5.5 CUP,,3,EACH,92.00,/EACH,0.000,276.00,28.65
830,VE101,LAL LUNGKOW BEAN THREAD,,,1,CTNS,70.00,/CTNS,0.000,70.00,21.10
840,VE103,LUNGKOW BEAN THREAD,8.8oz,,1,CTNS,45.00,/CTNS,0.000,45.00,17.50
860,VI100,CHINKIANG VINEGAR,,,1,CTNS,33.00,/CTNS,0.000,33.00,3.00
880,BR125,QUOC VIET HU TIEU,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
900,CD141,CHIN-C GRASS JELLY DRINK,,,1,CTNS,10.70,/CTNS,0.000,10.70,1.00
910,DD152,VT BOT BANH BAO dumling,,,1,CTNS,17.00,/CTNS,0.000,17.00,6.23
920,ED140,HALE'S BLUE BOY,*RED*,,1,CTNS,26.00,/CTNS,0.000,26.00,4.00
940,UT230,GAS BURNER,,,1,CTNS,72.00,/CTNS,0.000,72.00,7.50
950,NT106,NORIMAKI MATE RICE CRACK,,,1,CTNS,42.00,/CTNS,0.000,42.00,4.00
960,OI120,PEANUT OIL (3000 ML),,,1,CTNS,103.00,/CTNS,0.000,103.00,1.00
980,PW104B,LAL POLOKU MUSHROOM,,,1,CTNS,55.00,/CTNS,0.000,55.00,18.50
10,SA126,LKK CHINESE MARINADE,14z,,1,CTNS,27.50,/CTNS,0.000,27.50,3.60
30,SS135,PRB DARK SOY SAUCE,5LB,,1,CTNS,48.00,/CTNS,0.000,48.00,4.79
40,SS190B,MAGGI SOY SAUCE VN LARGE,,,1,CTNS,22.00,/CTNS,0.000,22.00,10.00

Date,12/14/2018,Time,13:35:33,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1484
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771324,Invoice date:,12/10/18,Customer: ASI,ASIAN MARKET,,Sales rep:,7
Order,#:,101089,Order date:,12/06/18,,321 N.,76TH STREET
,,,,,Telephone: MR. HONG,,ZHENG
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
50,TA110,CHA BB TAPIOCA PEARL,,5LB,1,CTNS,30.00,/CTNS,0.000,30.00,1.50
70,FD109G,MOGU MOGU MANGO DR. W/,,,5,CTNS,13.75,/CTNS,0.000,68.75,26.95
90,FD109M,MOGU MOGU PEACH DR. W/,,,5,CTNS,13.75,/CTNS,0.000,68.75,26.95
91,FD109S,MOGU MOGU GRAPEFRUIT W,,,2,CTNS,0.00,/CTNS,0.000,0.00,16.72-
120,NO148B,GOOD TOMYUM VERMICELLI,,,1,CTNS,25.50,/CTNS,0.000,25.50,3.00
130,NO148C,GOOD CHICKEN VERMICELLI,,,1,CTNS,25.50,/CTNS,0.000,25.50,3.00
140,NO240,HAO HAO MI TOM CHUA,,*BAG*,3,BDL,24.00,/BDL,0.000,72.00,6.75
150,NO240A,HAO HAO ONION SATE,,*BAG*,1,BDL,24.00,/BDL,0.000,24.00,2.25
160,NO240C,HAO HAO ONION SHRIMP mi,,,1,BDL,24.00,/BDL,0.000,24.00,2.25
170,NO240D,HAO HAO MI CHAY,*BAG*,,1,BDL,24.00,/BDL,0.000,24.00,2.25
190,NO238C,OH RICEY HU TIEU,24 BAG,,3,BDL,31.50,/BDL,0.000,94.50,11.25
200,FD120,MR BROWN COFFEE,,[D27],5,CTNS,14.10,/CTNS,0.000,70.50,6.50
210,FD122,MR BROWN CAPPUCCINO COFE,,,5,CTNS,14.10,/CTNS,0.000,70.50,6.50
230,FR114A,FR. SQUID TUBE U/5,,*CH*,10,CTNS,22.50,/CTNS,0.000,225.00,40.00
240,FR710A,FR. COOK UNPEEL CORN,,2 PC,3,CTNS,32.00,/CTNS,0.000,96.00,27.60
270,FR144,PAMPANGA SWEET SAUSAGE,,,1,CTNS,67.00,/CTNS,0.000,67.00,7.00
280,UT818,PALLET,,,2,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,,Invoice totals:,,3369.20,558.14

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1485
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771325,Invoice date:,12/10/18,Customer: HPHAT,HUNG PHAT SUPER MARKET,,Sales rep:,7
Order,#:,101181,Order date:,12/10/18,,2222 W,3500 S
,,,,,Telephone:
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,FS240,MEGACHEF PRE FISH SAUCE,,1,CTNS,24.00,/CTNS,0.000,24.00,3.50
20,FS220,3 CRAB FISH SAUCE,,15,CTNS,36.00,/CTNS,0.000,540.00,37.50
30,FS132,PHU QUOC FISH SAUCE*(A)*,,4,CTNS,38.00,/CTNS,0.000,152.00,16.00
40,FS170,1 CRAB FISH SAUCE,,4,CTNS,38.50,/CTNS,0.000,154.00,12.00
50,FD150,COCO RICO COCONUT SODA,,10,CTNS,8.75,/CTNS,0.000,87.50,10.50
60,CC170,SAVOY COCONUT CREAM,,5,CTNS,31.00,/CTNS,0.000,155.00,17.50
90,DD146,VT BOT NANG,,1,CTNS,17.50,/CTNS,0.000,17.50,6.62
100,DD143,VT BOT GAO,,1,EACH,17.00,/CTNS,0.000,17.00,5.95
110,KS102,SK BOT KHOAI TINH KHIET,,1,CTNS,51.50,/CTNS,0.000,51.50,4.75
120,PW110,ALSA BAKING POWDER (BAGS),,0.20,CTNS,190.00,/CTNS,0.000,38.00,5.00
140,DD142,VT BOT BANH CUON,,1,EACH,17.00,/CTNS,0.000,17.00,5.07
150,DD150,VT BOT BANH BEO,,1,CTNS,19.00,/CTNS,0.000,19.00,7.16
160,DD152,VT BOT BANH BAO dumling,,1,CTNS,17.00,/CTNS,0.000,17.00,6.23
170,KS100,SK BOT BANH BAO,*steamed,1,CTNS,34.00,/CTNS,0.000,34.00,1.50
180,KS101,SK BOT BANH BOT LOC,*wet,1,CTNS,32.50,/CTNS,0.000,32.50,3.25
190,RS105,MY THO BANH HOI TUOI,*VN*,1,CTNS,39.00,/CTNS,0.000,39.00,15.20
200,RS104,MY THO BUN TUOI DAC BIET,,1,CTNS,38.00,/CTNS,0.000,38.00,11.52
220,RP173C,3 LADY RICE PAPER,25 CM,1,CTNS,51.00,/CTNS,0.000,51.00,5.00
240,SS120,GOLDEN MOUNTAIN SOY SAUCE,,2,CTNS,15.00,/CTNS,0.000,30.00,3.50
250,CR122,DONG P. BANH DA ME,,1,CTNS,40.00,/CTNS,0.000,40.00,5.00
260,CR124,DONG P. BANH DA TOM,,1,CTNS,40.00,/CTNS,0.000,40.00,5.00
270,VN106,VENUS SHRIMP BALL,#253,1,CTNS,122.00,/CTNS,0.000,122.00,14.00
280,FR710A,FR. COOK UNPEEL CORN,2 PC,1,CTNS,32.00,/CTNS,0.000,32.00,9.20
300,GR306,Q-HUONG PORK SKIN,*7OZ*,1,CTNS,33.00,/CTNS,0.000,33.00,3.00
310,CV130,LAL PKL LOTUS ROOTLET (S),,1,CTNS,31.20,/CTNS,0.000,31.20,11.70
330,CI102,SAMBAL OELEK GR CHILI,*L*,1,CTNS,25.00,/CTNS,0.000,25.00,3.00
340,KS225,SK NGU VI HUONG,4 OZ,1,CTNS,34.00,/CTNS,0.000,34.00,3.25
350,KS226,SK BOT NGHE,16 OZ (CHAI),1,CTNS,50.00,/CTNS,0.000,50.00,4.50
360,PW237,KNORR CHICKEN BOUILLO MIX,,1,CTNS,76.50,/CTNS,0.000,76.50,7.50
380,NO331,MAMA TOMYUM NOODLE (BAG),,1,CTNS,46.00,/CTNS,0.000,46.00,6.00
390,NO300,ICHIBAN ORIGINAL NOODLE,,3,CTN,11.50,/CTN,0.000,34.50,3.75
400,NO323,UDON ORIENTAL FLAVOR,,3,CTNS,16.50,/CTNS,0.000,49.50,5.25
430,CH121,CALBEE SHRIMP CHIPS,4 OZ,1,CTNS,12.50,/CTNS,0.000,12.50,1.50
440,GR307A,Q-HUONG #1 BEEF TENDON,,1,CTNS,60.00,/CTNS,0.000,60.00,6.00
460,FR706A,FR. CASSAVA WHOLE,*VN*,1,CTNS,30.00,/CTNS,0.000,30.00,9.00
470,FR707A,FR. KHOAI LAN NHAT,*LAL*,1,CTNS,46.00,/CTNS,0.000,46.00,11.98
480,FR270,FR. DURIAN MONTHONG whole,,1,CTNS,81.84,/CTNS,0.000,81.84,43.18
490,MI110,PARROT BRAND COND. MILK,,1,CTNS,34.50,/CTNS,0.000,34.50,3.50
500,UT296,CLEAR PLASTIC BAG,*LD-24*,2,CTNS,17.00,/CTNS,0.000,34.00,5.30
510,UT282,THANK YOU BAG L,12x7x22,10,CTNS,12.50,/CTNS,0.000,125.00,25.00
520,UT293,CLEAR PLASTIC BAG,*LD-17*,2,CTNS,15.00,/CTNS,0.000,30.00,5.30
530,UT281,NET BAGS *RED COLOR*,,1,CTNS,18.00,/CTNS,0.000,18.00,2.00
540,UT901,SELECT VEGETABLE TIE,"12""",1,CTNS,17.00,/CTNS,0.000,17.00,2.00
550,UT818,PALLET,,1,CTNS,7.00,/CTNS,0.000,7.00,1.50

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1486
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771325,Invoice date:,12/10/18,Customer: HPHAT,HUNG PHAT SUPER MARKET,,Sales rep:,7
Order,#:,101181,Order date:,12/10/18,,2222 W,3500 S
,,,,,Telephone:
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
,,,,Invoice totals:,,2623.54,375.16

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1487
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771326,Invoice date:,12/10/18,Customer: ASIM,PAN-ASIA MARKET II (MO),Sales rep:,7
Order,#:,101047,Order date:,12/05/18,,14246 MANCHESTER Rd
,,,,,Telephone:,402-415-1188
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
1,WK103,WOO KEE BANH CANH DO,,,,,10,BAGS,1.12,/BAGS,0.000,11.20,1.20
2,WK104,WOO KEE BANH BOT LOC,,,,,10,BAGS,1.12,/BAGS,0.000,11.20,1.20
3,WK107,WOO KEE FRESH RICE ROLLS,,,,,10,TRAY,1.90,/TRAY,0.000,19.00,2.00
4,WK108,WOO KEE FRESH RICE ROLLS,,,,,10,EACH,2.10,/TRAY,0.000,21.00,2.00
5,WK101,WOO KEE FRESH RICE STICK,,,,,10,BAGS,1.52,/BAGS,0.000,15.20,2.20
6,WK102,WOO KEE BANH CANH XANH,,,,,10,BAGS,1.12,/BAGS,0.000,11.20,1.20
7,WK106,WOO KEE FRESH RICE NOODLE,,,,,10,BAGS,2.20,/BAGS,0.000,22.00,2.00
8,FR377,SO.CAL. FRESH EGG NOODLE,,,,,1,CTNS,48.00,/CTNS,0.000,48.00,4.50
9,FR377A,SO.CAL. FRESH EGG NOODLE,,,,,1,CTNS,48.00,/CTNS,0.000,48.00,4.50
10,BR128,QUOC VIET BUN RIEU CUA,,,,*S,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
50,CC140,LAL COCONUT JUICE,,10+1,,,10,CTNS,14.00,/CTNS,0.000,140.00,45.00
51,CC140,LAL COCONUT JUICE,,10+1,,,1,CTNS,0.00,/CTNS,0.000,0.00,9.50-
60,CF226A,LAL TODDY PALM,*SLICED*,,,,1,CTNS,38.00,/CTNS,0.000,38.00,8.50
70,CI192,PANTAI SWT CHILI SAUCE,,,,*L,1,CTNS,29.00,/CTNS,0.000,29.00,4.00
80,CO247,EURO PANDAN CAKE,,,,,1,CTNS,18.00,/CTNS,0.000,18.00,2.50
90,CO280B,LAYER CAKE BUTTER,,,,,1,CTNS,37.00,/CTNS,0.000,37.00,4.00
100,CO350A,LOTTE CUSTARD CAKE,,*L*,,,2,CTNS,22.00,/CTNS,0.000,44.00,5.60
120,COF101AA,G7 CAPPUCCINO HAZELNUT,,,,,1,CTNS,54.00,/CTNS,0.000,54.00,13.27
140,COF101BB,G7 CAPPUCCINO MOCHA,,,,,1,CTNS,54.00,/CTNS,0.000,54.00,13.27
160,COF102C,KING COFFEE,20 SACH,,3in1,,1,CTNS,52.00,/CTNS,0.000,52.00,14.00
170,COF102E,KING COFFEE,3in1,88 STICK,,,1,CTNS,46.00,/CTNS,0.000,46.00,14.56
180,COF104C,G7 ESPRESSO INST COFFEE,,,,,1,CTNS,48.00,/CTNS,0.000,48.00,10.52
190,COF107B,NESCAFE VIET,2n1,*DEN BOX,,,1,CTNS,58.00,/CTNS,0.000,58.00,20.72
200,COL106,BIGEN SPEEDY REFILL,,,#4,,1,BOX,56.00,/BOX,0.000,56.00,11.00
210,COL106B,BIGEN SPEEDY REFILL,,,#6,,1,BOX,56.00,/BOX,0.000,56.00,11.00
220,CW120,SHAO HSING COOKING WINE,,,,,2,CTNS,13.00,/CTNS,0.000,26.00,5.00
230,DD104,KTT GV BO KHO,*STEW SPICE,,,,1,CTNS,30.00,/CTNS,0.000,30.00,3.00
240,DD142,VT BOT BANH CUON,,,,,1,EACH,17.00,/CTNS,0.000,17.00,5.07
250,DD147A,VT BOT FRIED BANANA,,,,,1,CTNS,22.00,/CTNS,0.000,22.00,7.57
260,DD147C,VT BOT BANH XEO/COCONUT,,,,,1,CTNS,25.00,/CTNS,0.000,25.00,7.19
270,DD149C,VT BOT KHOAI TAY,,,,,1,CTNS,30.00,/CTNS,0.000,30.00,9.91
280,DD152,VT BOT BANH BAO dumling,,,,,1,CTNS,17.00,/CTNS,0.000,17.00,6.23
380,FR718,VEGE USA PORK CHOP,,,*M16K*,,1,CTNS,84.00,/CTNS,0.000,84.00,8.64
390,FR726,VEGE SOY CHUNK,*M*,,*M11K*,,1,CTNS,40.00,/CTNS,0.000,40.00,14.72-
400,FR790,VEGE USA CHUNK O,,*M01K*,,,1,CTNS,46.00,/CTNS,0.000,46.00,5.20
410,FR793,VEGE USA SHRED,,*M03K*,,,1,CTNS,46.00,/CTNS,0.000,46.00,5.20
420,HM110A,FLOWER LIVER PATE,,*4.7 OZ,,,1,CTNS,35.00,/CTNS,0.000,35.00,5.00
430,KS202A,SK BOT NGHE,4 OZ turmeric,,,,1,CTNS,29.00,/CTNS,0.000,29.00,2.75
460,NO238C,OH RICEY HU TIEU,,24 BAG,,,1,BDL,31.50,/BDL,0.000,31.50,3.75
470,NO239,OH RICEY PHO BO,,24 BAGS,,,1,BDL,31.50,/BDL,0.000,31.50,3.75
480,NO240,HAO HAO MI TOM CHUA,,,*BAG*,,1,BDL,24.00,/BDL,0.000,24.00,2.25
490,PW104B,LAL POLOKU MUSHROOM,,,,,1,CTNS,55.00,/CTNS,0.000,55.00,18.50
500,PW104D,VEGGIE TASTE SEASONING,,,,,1,CTNS,62.00,/CTNS,0.000,62.00,14.00
520,PW225B,MAGGI MUSHROOM SEASONING,,,,,1,CTNS,45.00,/CTNS,0.000,45.00,15.85
540,RS140,GUILIN RICE STICK,,*S*,,,1,CTNS,52.00,/CTNS,0.000,52.00,5.50
560,SA119A,LKK SOY SAUCE,*,,,,1,CTNS,16.00,/CTNS,0.000,16.00,2.55

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1488
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771326,Invoice date:,12/10/18,Customer: ASIM,PAN-ASIA MARKET II (MO),Sales rep:,7
Order,#:,101047,Order date:,12/05/18,,14246 MANCHESTER Rd
,,,,,Telephone:,402-415-1188
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
570,SA118C,LKK LESS SODIUM SOY SAUCE,,1,CTNS,11.00,/CTNS,0.000,11.00,3.25
580,SA117,LKK PREMIUM TABLE,5 OZ,1,CTNS,8.00,/CTNS,0.000,8.00,1.12
610,SA131B,LKK VEG MUSHROOM STIR-FRY,,1,CTNS,27.00,/CTNS,0.000,27.00,4.95
630,SA137,LKK GARLIC MINCED FRESH,,1,CTNS,25.00,/CTNS,0.000,25.00,3.15
640,SA145,LKK KUNG PAO STIR FRY SC,,1,CTNS,29.00,/CTNS,0.000,29.00,3.15
700,SS190B,MAGGI SOY SAUCE VN LARGE,,1,CTNS,22.00,/CTNS,0.000,22.00,10.00
710,SS190D,MAGGI SOYSAUCE VN DARK LG,,1,CTNS,23.00,/CTNS,0.000,23.00,9.25
720,TA110,CHA BB TAPIOCA PEARL,5LB,1,CTNS,30.00,/CTNS,0.000,30.00,1.50
740,VG112,COMP. LO HAN CHAI,,1,CTNS,31.00,/CTNS,0.000,31.00,3.00
751,FS240,MEGACHEF PRE FISH SAUCE,,1,CTNS,24.00,/CTNS,0.000,24.00,3.50
760,FR114A,FR. SQUID TUBE U/5,*CH*,10,CTNS,22.50,/CTNS,0.000,225.00,40.00
770,FR114,FR. CUTTLEFISH-clean,U/1,5,CTNS,86.90,/CTNS,0.000,434.50,71.50
780,FR270,FR. DURIAN MONTHONG whole,,15,CTNS,81.84,/CTNS,0.000,1227.60,647.70
790,FR008,FR. STEWING CHICKEN,,462.05,LBS,1.15,/LBS,0.000,531.36,"9,518.23-"
800,FR130B,OF TILAPIA CLEANED,750UP,10,CTNS,56.00,/CTNS,0.000,560.00,60.00
810,FR130B,OF TILAPIA CLEANED,750UP,1,CTNS,0.00,/CTNS,0.000,0.00,50.00-
820,VN101,VENUS BEEF MEAT BALL,,1,CTNS,127.00,/CTNS,0.000,127.00,13.60
830,TH100,TAYHO CHA LUA (PORK MEAT),,1,CTNS,75.00,/CTNS,0.000,75.00,6.60
840,TH101,TAYHO PORK MEAT W/SKIN,,1,CTNS,75.00,/CTNS,0.000,75.00,6.60
860,TH104A,TAYHO BO VIEN GAN,5 LBS,1,CTN,98.00,/CTN,0.000,98.00,9.25
880,GR204,VI HUONG PORK SKIN LOAF,,1,CTNS,50.00,/CTNS,0.000,50.00,5.00
890,GR400A,Q-HUONG PORK BALL BBQ,2LB,1,CTNS,62.00,/CTNS,0.000,62.00,6.00
900,HM151,CALIFORNIA.CHICKEN SAUSAG,,1,CTNS,132.00,/CTNS,0.000,132.00,12.00
910,HM152,CALIFORNIA.PORK SAUSAGE,,1,CTNS,132.00,/CTNS,0.000,132.00,12.00
920,FR499,FR. TROPIC GRATED CASSAVA,,1,CTNS,32.00,/CTNS,0.000,32.00,6.00
940,FR835,FR. BANH CANH,*LAL FARM*,1,CTNS,32.00,/CTNS,0.000,32.00,14.00
950,FR901,FR. THAI CORN BLACK,,1,CTNS,40.00,/CTNS,0.000,40.00,4.00
960,FR269,FR. SILVER FISH,3/5 W/R,1,CTNS,97.50,/CTNS,0.000,97.50,9.50
980,FR312,LAF PANDAN LEAVE (LA DUA),,1,CTNS,36.00,/CTNS,0.000,36.00,14.80
0,FR340,TYJ PASTRY WRAPPER,"5""",1,CTNS,41.00,/CTNS,0.000,41.00,11.00
20,FR483,GP FRIED FISH BALL,,1,CTNS,65.00,/CTNS,0.000,65.00,5.48
30,FR488,GP BEEF TENDON BALL,,1,CTNS,64.00,/CTNS,0.000,64.00,6.00
40,FR033A,OF BABY ROUND SCAD,,1,CTNS,48.00,/CTNS,0.000,48.00,20.40
50,FR200,BABY CUTTLEFISH,,1,CTNS,72.00,/CTNS,0.000,72.00,19.50
60,FR016A,BEST.FRIED FISH BALL,,1,CTNS,141.00,/CTNS,0.000,141.00,13.00
120,CO005,GIA BAO BANH DAU XANH,*S*,1,CTNS,58.50,/CTNS,0.000,58.50,20.16
170,CO292,NICE CHOICE RASIN SACHIMA,,1,CTNS,37.50,/CTNS,0.000,37.50,11.30
210,CO298,NICE CHOICE UMBRELLA CAKE,,1,CTNS,27.00,/CTNS,0.000,27.00,7.10
220,CO299,NICE CHOICE PUFFED RICE,,1,CTNS,34.00,/CTNS,0.000,34.00,8.60
240,UT818,PALLET,,2,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,Invoice totals:,,6601.76,"8,139.64-"

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1489
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771327,Invoice date:,12/10/18,Customer: HUONG,HUONG QUE MARKET,Sales rep:,7
Order,#:,101096,Order date:,12/06/18,,424 LOCUST LAND
,,,,,Telephone:
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
5,FR377,SO.CAL. FRESH EGG NOODLE,,,,1,CTNS,48.00,/CTNS,0.000,48.00,4.50
10,FR009CL,FR. LOONG KONG CHICKN XL,,,,5,CTNS,57.00,/CTNS,0.000,285.00,69.30
20,FR114F,OF SQUID TUBE W/R,,*XL*,,5,CTNS,110.00,/CTNS,0.000,550.00,154.00
30,FR822B,FR. SQUID W/R U/2,,*INDIA*,,3,CTNS,198.00,/CTNS,0.000,594.00,158.40
40,FR710A,FR. COOK UNPEEL CORN,,,2 PC,5,CTNS,32.00,/CTNS,0.000,160.00,46.00
50,FR101C,*IBP*,GAN BO,11 LBS,,10,CTNS,50.00,/CTNS,0.000,500.00,127.10
60,FR101A,OMASUM TRIPE (LA SACH),,,,3,CTNS,58.00,/CTNS,0.000,174.00,55.20
70,FR015,BEST.FISH TOFU IQF,,,- F/MA,1,CTNS,154.00,/CTNS,0.000,154.00,14.00
80,TH102,TAYHO BI TUOI slice pork,,,,1,CTNS,83.00,/CTNS,0.000,83.00,8.00
90,TH200,TAYHO HAM,$3.60,,,1,CTNS,129.60,/CTNS,0.000,129.60,12.60
100,COF112,FR. LEE'S COFFEE ORIGINAL,,,,1,CTNS,75.00,/CTNS,0.000,75.00,12.00
110,COF112A,FR. LEE'S COFFEE,,*TRIPLE*,,1,CTNS,93.00,/CTNS,0.000,93.00,11.66
120,FR141,SUN CA BASA H/L WHOLECUT,,,,2,CTNS,76.00,/CTNS,0.000,152.00,17.50
130,FR036,FISHMONGER SWAI STEAKS,,,,1,CTNS,72.00,/CTNS,0.000,72.00,18.00
140,FR123C,FR. BONITO W/R,,2/4 IQF,,1,CTNS,36.96,/CTNS,0.000,36.96,9.24
160,NO232,RAMA PAD THAI NOODLE,,,1 LB,1,CTNS,25.75,/CTNS,0.000,25.75,2.35
180,CI121,SRIRACHA CHILI SAUCE,,,*S*,2,CTNS,19.00,/CTNS,0.000,38.00,4.00
190,CI110,HUY FONG CHILI GARLIC,,,*M*,2,CTNS,19.00,/CTNS,0.000,38.00,4.00
200,SS217,MELY SOY SAUCE,,21.9 OZ,,1,CTNS,53.00,/CTNS,0.000,53.00,5.00
210,BR111,LAL TOMYUM KUNG SOUP,,,,1,CTNS,35.00,/CTNS,0.000,35.00,10.25
220,FD107I,G.NEST BEVERAGE ORIGINAL,,,,5,CTNS,33.00,/CTNS,0.000,165.00,25.00
230,SS190EE,CHIN SU TAM THAI TU,,,650ML,2,EACH,20.00,/CTNS,0.000,40.00,21.80
240,PW610,LKK CHICKEN BOUILLON CAN,,,,1,CTNS,75.50,/CTNS,0.000,75.50,10.50
270,NO105A,SAFOCO MI XAO CAO CAP,,,,1,CTNS,18.00,/CTNS,0.000,18.00,6.77
280,MS102,AJINOMOTO MSG (BOX),,,,1,CTNS,93.00,/CTNS,0.000,93.00,8.60
290,UT231,BUTANE GAS,,,,2,CTNS,22.00,/CTNS,0.000,44.00,8.00
300,BR109,LAL BUN MAM NUOC LEO,,,,1,CTNS,39.00,/CTNS,0.000,39.00,11.40
310,PA143B,LAL GIA VI BUN BO HUE,,,,1,CTNS,32.00,/CTNS,0.000,32.00,9.51
320,CF120B,777 BRAND MACKEREL TOMATO,,,,2,CTNS,52.00,/CTNS,0.000,104.00,19.00
330,CF120C,777 BRAND MACKEREL IN OIL,,,,2,CTNS,50.00,/CTNS,0.000,100.00,15.00
340,RS104,MY THO BUN TUOI DAC BIET,,,,10,CTNS,38.00,/CTNS,0.000,380.00,115.20
350,RS104,MY THO BUN TUOI DAC BIET,,,,1,CTNS,0.00,/CTNS,0.000,0.00,26.48-
370,BR131,QUOC VIET PHO BO,,*L*,,1,CTNS,84.00,/CTNS,0.000,84.00,8.40
380,BR125,QUOC VIET HU TIEU,,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
390,BR132A,QUOC VIET WONTON SOUP,,,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
400,NO300,ICHIBAN ORIGINAL NOODLE,,,,5,CTN,11.50,/CTN,0.000,57.50,6.25
410,NO191,N-SHIM SHIN NOODLE,,*BAG*,,3,CTNS,11.75,/CTNS,0.000,35.25,4.50
420,NO190A,N-SHIM SEAFOOD BAG RAMYUN,,,,3,CTNS,11.75,/CTNS,0.000,35.25,4.50
430,NO238B,OH RICEY HU TIEU,,24 BAG,,1,BDL,31.50,/BDL,0.000,31.50,3.75
470,FS220,3 CRAB FISH SAUCE,,,,5,CTNS,36.00,/CTNS,0.000,180.00,12.50
480,FR270,FR. DURIAN MONTHONG whole,,,,3,CTNS,81.84,/CTNS,0.000,245.52,129.54
490,FR281C,FR. THV BANH PIA DAU XANH,,,,1,CTNS,80.00,/CTNS,0.000,80.00,26.45
500,FR281E,FR. THV BANH IN DAU XANH,,,,1,CTNS,77.00,/CTNS,0.000,77.00,35.09
510,BN121,WOR FUNG WHITE SESAME,,,,1,CTNS,83.00,/CTNS,0.000,83.00,8.00
520,RS105,MY THO BANH HOI TUOI,,*VN*,,5,CTNS,39.00,/CTNS,0.000,195.00,76.00
530,RS105,MY THO BANH HOI TUOI,,*VN*,,1,CTNS,0.00,/CTNS,0.000,0.00,23.80-

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1490
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771327,Invoice date:,12/10/18,Customer: HUONG,HUONG QUE MARKET,Sales rep:,7
Order,#:,101096,Order date:,12/06/18,,424 LOCUST LAND
,,,,,Telephone:
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
540,NO193,N-SHIM KIMCHI BOWL,10,CTNS,8.25,/CTNS,0.000,82.50,15.00
550,NO194,N-SHIM HOT & SPICY BOWL,10,CTNS,8.25,/CTNS,0.000,82.50,10.00
560,UT818,PALLET,2,CTNS,6.00,/CTNS,0.000,12.00,1.00
,,,,,,Invoice totals:,,5871.83,1304.98

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1491
